Codigo_Pieza,Extension,Largo_CAD,Ancho_CAD,Espesor_Perfil_CAD,Material,Observaciones,Tiene_DXF,Largo_DXF,Ancho_DXF,Largo_DXF_Nuevo,Ancho_DXF_Nuevo,Ruta_Archivo
C53FT-CAMA-013,.sldprt,,,,,No se pudo abrir el documento.,SI,1432.6838783450753,578.0,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-CAMA-013.SLDPRT
C53FT-CAMA-014,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-CAMA-014.SLDPRT
C53FT-CAMA-015,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-CAMA-015.SLDPRT
C53FT-CAMA-016,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-CAMA-016.SLDPRT
C53FT-CAMA-018,.sldprt,,,,,No se pudo abrir el documento.,SI,2603.5,1364.86204343372,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-CAMA-018.SLDPRT
C53FT-CAMA-019,.sldprt,,,,,No se pudo abrir el documento.,SI,2584.45,621.9543124823751,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-CAMA-019.SLDPRT
C53FT-CAMA-020,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-CAMA-020.SLDPRT
C53FT-CAMA-021,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-CAMA-021.SLDPRT
C53FT-CAMA-022,.sldprt,,,,,No se pudo abrir el documento.,SI,400.0,260.792752519082,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-CAMA-022.SLDPRT
C53FT-CAMA-023,.sldprt,,,,,No se pudo abrir el documento.,SI,830.0,85.725,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-CAMA-023.SLDPRT
C53FT-CAMA-024,.sldprt,,,,,No se pudo abrir el documento.,SI,830.0,76.2,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-CAMA-024.SLDPRT
C53FT-COL-001,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COL-001.SLDPRT
C53FT-COL-002,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COL-002.SLDPRT
C53FT-COL-003,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COL-003.SLDPRT
C53FT-COL-004,.sldprt,,,,,No se pudo abrir el documento.,SI,297.0188807743117,132.89500000000106,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COL-004.SLDPRT
C53FT-COL-005.1,.sldprt,,,,,No se pudo abrir el documento.,SI,628.6472,367.7258906674558,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COL-005.1.SLDPRT
C53FT-COL-005.2,.sldprt,,,,,No se pudo abrir el documento.,SI,628.6472,367.7258906674558,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COL-005.2.SLDPRT
C53FT-COL-006,.sldprt,,,,,No se pudo abrir el documento.,SI,834.4606,367.2708905574558,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COL-006.SLDPRT
C53FT-COL-007,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COL-007.SLDPRT
C53FT-COL-008,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COL-008.SLDPRT
C53FT-COL-009,.sldprt,,,,,No se pudo abrir el documento.,SI,2719.58395501,1219.2,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COL-009.SLDPRT
C53FT-COS-001,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-001.SLDPRT
C53FT-COS-002,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-002.SLDPRT
C53FT-COS-003,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-003.SLDPRT
C53FT-COS-004,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-004.SLDPRT
C53FT-COS-005,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-005.SLDPRT
C53FT-COS-006,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-006.SLDPRT
C53FT-COS-007,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-007.SLDPRT
C53FT-COS-008,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-008.SLDPRT
C53FT-COS-009.1,.sldprt,,,,,No se pudo abrir el documento.,SI,3482.88127686,433.4083211614645,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-009.1.SLDPRT
C53FT-COS-009.2,.sldprt,,,,,No se pudo abrir el documento.,SI,3482.88127686,316.16388072431016,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-009.2.SLDPRT
C53FT-COS-009.3,.sldprt,,,,,No se pudo abrir el documento.,SI,3482.88127691,433.4083211614649,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-009.3.SLDPRT
C53FT-COS-009.4,.sldprt,,,,,No se pudo abrir el documento.,SI,3482.88127691,316.1638807743097,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-009.4.SLDPRT
C53FT-COS-010,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-010.SLDPRT
C53FT-COS-011,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-011.SLDPRT
C53FT-COS-012,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-012.SLDPRT
C53FT-COS-013,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-013.SLDPRT
C53FT-COS-014,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-014.SLDPRT
C53FT-COS-015,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-015.SLDPRT
C53FT-COS-016,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-016.SLDPRT
C53FT-COS-017,.sldprt,,,,,No se pudo abrir el documento.,SI,373.25162877715616,152.40000000000003,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-017.SLDPRT
C53FT-COS-018,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-018.SLDPRT
C53FT-COS-026,.sldprt,,,,,No se pudo abrir el documento.,SI,3731.0325538760057,1163.236353109981,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-026.SLDPRT
C53FT-COS-027,.sldprt,,,,,No se pudo abrir el documento.,SI,982.6920839215911,406.40000000000015,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-027.SLDPRT
C53FT-COS-028,.sldprt,,,,,No se pudo abrir el documento.,SI,558.8,472.5,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-028.SLDPRT
C53FT-COS-029,.sldprt,,,,,No se pudo abrir el documento.,SI,472.5,469.9000000000004,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-029.SLDPRT
C53FT-COS-030,.sldprt,,,,,No se pudo abrir el documento.,SI,825.5,330.20000000000005,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-030.SLDPRT
C53FT-COS-031,.sldprt,,,,,No se pudo abrir el documento.,SI,1117.6,330.2000000000001,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-031.SLDPRT
C53FT-COS-032,.sldprt,,,,,No se pudo abrir el documento.,SI,990.6000000000001,279.4,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-032.SLDPRT
C53FT-COS-033,.sldprt,,,,,No se pudo abrir el documento.,SI,192.09444038715486,50.8,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-033.SLDPRT
C53FT-COS-034,.sldprt,,,,,No se pudo abrir el documento.,SI,127.0,76.2,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-034.SLDPRT
C53FT-COS-035,.sldprt,,,,,No se pudo abrir el documento.,SI,3000.0,152.4,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-035.SLDPRT
C53FT-COS-036,.sldprt,,,,,No se pudo abrir el documento.,SI,558.8,513.6825199430965,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-036.SLDPRT
C53FT-COS-042,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-042.SLDPRT
C53FT-COS-043,.sldprt,,,,,No se pudo abrir el documento.,SI,698.4,87.31250000000003,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-043.SLDPRT
C53FT-COS-044,.sldprt,,,,,No se pudo abrir el documento.,SI,1200.0,254.0,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-044.SLDPRT
C53FT-COS-046,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-046.SLDPRT
C53FT-COS-047,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-047.SLDPRT
C53FT-COS-048,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-048.SLDPRT
C53FT-COS-049,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-049.SLDPRT
C53FT-COS-050,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-050.SLDPRT
C53FT-COS-051,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-051.SLDPRT
C53FT-COS-052,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-052.SLDPRT
C53FT-COS-056,.sldprt,,,,,No se pudo abrir el documento.,SI,380.6681855903313,304.6376753917469,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-056.SLDPRT
C53FT-COS-057,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-057.SLDPRT
C53FT-COS-058,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-058.SLDPRT
C53FT-COS-059,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-059.SLDPRT
C53FT-COS-060,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-060.SLDPRT
C53FT-COS-061,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-061.SLDPRT
C53FT-COS-062,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-062.SLDPRT
C53FT-COS-VAR1,.sldprt,,,,,No se pudo abrir el documento.,SI,3845.0,344.7945762414396,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-VAR1.SLDPRT
C53FT-COS-VAR2,.sldprt,,,,,No se pudo abrir el documento.,SI,3845.0,344.7945762414396,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-VAR2.SLDPRT
C53FT-COS-VAR3,.sldprt,,,,,No se pudo abrir el documento.,SI,3845.0,344.7945762414396,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-VAR3.SLDPRT
C53FT-COS-VAR4,.sldprt,,,,,No se pudo abrir el documento.,SI,3845.0,344.7945762414394,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-COS-VAR4.SLDPRT
C53FT-ELV-004,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-ELV-004.SLDPRT
C53FT-ELV-005,.sldprt,,,,,No se pudo abrir el documento.,SI,229.38244151343736,50.8,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-ELV-005.SLDPRT
C53FT-ELV-006,.sldprt,,,,,No se pudo abrir el documento.,SI,1238.25,101.6,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-ELV-006.SLDPRT
C53FT-ELV-009,.sldprt,,,,,No se pudo abrir el documento.,SI,38.1,25.39999999999999,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-ELV-009.SLDPRT
C53FT-ELV-010,.sldprt,,,,,No se pudo abrir el documento.,SI,2700.0,315.0808595679688,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-ELV-010.SLDPRT
C53FT-ELV-011,.sldprt,,,,,No se pudo abrir el documento.,SI,112.00000000000001,42.862500000001816,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-ELV-011.SLDPRT
C53FT-ESC-001,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-ESC-001.SLDPRT
C53FT-ESC-002,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-ESC-002.SLDPRT
C53FT-ESC-003,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-ESC-003.SLDPRT
C53FT-PABT-001,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-001.SLDPRT
C53FT-PABT-002.1,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-002.1.SLDPRT
C53FT-PABT-002.2,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-002.2.SLDPRT
C53FT-PABT-003,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-003.SLDPRT
C53FT-PABT-004,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-004.SLDPRT
C53FT-PABT-006,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-006.SLDPRT
C53FT-PABT-007,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-007.SLDPRT
C53FT-PABT-008,.sldprt,,,,,No se pudo abrir el documento.,SI,410.00000000000006,76.20000000000007,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-008.SLDPRT
C53FT-PABT-009,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-009.SLDPRT
C53FT-PABT-010.1,.sldprt,,,,,No se pudo abrir el documento.,SI,3400.50000004,212.00944038715483,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-010.1.SLDPRT
C53FT-PABT-010,.sldprt,,,,,No se pudo abrir el documento.,SI,3400.50000004,212.00944038715483,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-010.SLDPRT
C53FT-PABT-011,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-011.SLDPRT
C53FT-PABT-012,.sldprt,,,,,No se pudo abrir el documento.,SI,155.1005922,50.8,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-012.SLDPRT
C53FT-PABT-015,.sldprt,,,,,No se pudo abrir el documento.,SI,1213.2999999999997,257.8353966561797,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-015.SLDPRT
C53FT-PABT-016,.sldprt,,,,,No se pudo abrir el documento.,SI,1270.0,257.8353966561797,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-016.SLDPRT
C53FT-PABT-017,.sldprt,,,,,No se pudo abrir el documento.,SI,662.1272000000001,254.00000000000097,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-017.SLDPRT
C53FT-PABT-018,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-018.SLDPRT
C53FT-PABT-020,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-020.SLDPRT
C53FT-PABT-023,.sldprt,,,,,No se pudo abrir el documento.,SI,459.0,50.8,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-023.SLDPRT
C53FT-PABT-026,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-026.SLDPRT
C53FT-PABT-027,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-027.SLDPRT
C53FT-PABT-028,.sldprt,,,,,No se pudo abrir el documento.,SI,190.0399999999999,113.9196872947351,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-028.SLDPRT
C53FT-PABT-030,.sldprt,,,,,No se pudo abrir el documento.,SI,435.0000000000001,242.5963762595411,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-030.SLDPRT
C53FT-PABT-031,.sldprt,,,,,No se pudo abrir el documento.,SI,177.79999999999995,88.89999999999998,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-031.SLDPRT
C53FT-PABT-032,.sldprt,,,,,No se pudo abrir el documento.,SI,2000.8172785496631,663.7037571178474,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-032.SLDPRT
C53FT-PABT-033,.sldprt,,,,,No se pudo abrir el documento.,SI,2000.320715,141.25364895193292,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-033.SLDPRT
C53FT-PABT-034,.sldprt,,,,,No se pudo abrir el documento.,SI,200.00000000000006,52.020970000000176,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-034.SLDPRT
C53FT-PABT-036,.sldprt,,,,,No se pudo abrir el documento.,SI,123.1492434903227,49.97616812693687,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-036.SLDPRT
C53FT-PABT-037,.sldprt,,,,,No se pudo abrir el documento.,SI,662.0,429.8375,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-037.SLDPRT
C53FT-PABT-038,.sldprt,,,,,No se pudo abrir el documento.,SI,557.3522,25.399413260995793,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-038.SLDPRT
C53FT-PABT-039,.sldprt,,,,,No se pudo abrir el documento.,SI,500.0,107.799689248818,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-039.SLDPRT
C53FT-PABT-040,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-040.SLDPRT
C53FT-PABT-NY1,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-NY1.SLDPRT
C53FT-PABT-NY2,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PABT-NY2.SLDPRT
C53FT-PT-02,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-PT-02.SLDPRT
C53FT-RAR-001,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RAR-001.SLDPRT
C53FT-RAR-002-,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RAR-002-.SLDPRT
C53FT-RAR-003-,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RAR-003-.SLDPRT
C53FT-RAR-004,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RAR-004.SLDPRT
C53FT-RAR-005,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RAR-005.SLDPRT
C53FT-RAR-006,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RAR-006.SLDPRT
C53FT-RAR-007,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RAR-007.SLDPRT
C53FT-RAR-008,.sldprt,,,,,No se pudo abrir el documento.,SI,1295.7036222167924,471.0518111083963,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RAR-008.SLDPRT
C53FT-RAR-009,.sldprt,,,,,No se pudo abrir el documento.,SI,2563.635786315331,469.95422795,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RAR-009.SLDPRT
C53FT-RAR-010,.sldprt,,,,,No se pudo abrir el documento.,SI,1224.4464032099997,652.2473400508858,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RAR-010.SLDPRT
C53FT-RAR-011,.sldprt,,,,,No se pudo abrir el documento.,SI,474.6,133.59056766081764,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RAR-011.SLDPRT
C53FT-RAR-013,.sldprt,,,,,No se pudo abrir el documento.,SI,1254.6264032099998,25.4,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RAR-013.SLDPRT
C53FT-RAR-014,.sldprt,,,,,No se pudo abrir el documento.,SI,914.4,25.4,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RAR-014.SLDPRT
C53FT-RMC-001,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-001.SLDPRT
C53FT-RMC-002,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-002.SLDPRT
C53FT-RMC-003,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-003.SLDPRT
C53FT-RMC-008,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-008.SLDPRT
C53FT-RMC-009,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-009.SLDPRT
C53FT-RMC-010,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-010.SLDPRT
C53FT-RMC-011,.sldprt,,,,,No se pudo abrir el documento.,NO,,,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-011.SLDPRT
C53FT-RMC-012,.sldprt,,,,,No se pudo abrir el documento.,SI,1737.7000000000003,797.7223400508856,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-012.SLDPRT
C53FT-RMC-013,.sldprt,,,,,No se pudo abrir el documento.,SI,1737.7000000000005,797.7223400508849,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-013.SLDPRT
C53FT-RMC-014,.sldprt,,,,,No se pudo abrir el documento.,SI,662.8000000000001,200.0,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-014.SLDPRT
C53FT-RMC-016,.sldprt,,,,,No se pudo abrir el documento.,SI,125.82903768654815,115.0036163754448,,,C:\Users\INGENIERIA-02\Desktop\Piezas_A_Procesar\C53FT-RMC-016.SLDPRT
